ID	Sex	Group	Year	Family	Sire	Dam	Group2	Age	Tag_weight	Tag_length	Mortal_Age	Mortal_bin	Mortal_DDM	Mortal_weight
CD2011007118	I	48	2011	CD20110002	NL2008000002	CD2008009475	TK00210048I	196	6.9	8.3	462	1	21	151
CD2011007119	I	48	2011	CD20110002	NL2008000002	CD2008009475	TK00210048I	196	8.8	9	462	1	12	157.1
CD2011007120	I	48	2011	CD20110002	NL2008000002	CD2008009475	TK00210048I	196	6.3	8.2	462	1	14	160
CD2011007121	I	48	2011	CD20110002	NL2008000002	CD2008009475	TK00210048I	196	9.2	9.2	462	1	17	189
CD2011007122	I	48	2011	CD20110002	NL2008000002	CD2008009475	TK00210048I	196	8.8	9	462	2	32	196
CD2011007123	I	48	2011	CD20110002	NL2008000002	CD2008009475	TK00210048I	196	6.6	8	462	1	21	148
CD2011007126	I	48	2011	CD20110002	NL2008000002	CD2008009475	TK00210048I	196	9.7	8.8	462	1	24	215
CD2011007328	I	48	2011	CD20110021	NL2008000010	CD2008005322	TK00210048I	196	7.8	8.8	462	1	13	177.6
CD2011007330	I	48	2011	CD20110021	NL2008000010	CD2008005322	TK00210048I	196	7.8	9	462	1	27	141
CD2011007332	I	48	2011	CD20110021	NL2008000010	CD2008005322	TK00210048I	196	7.4	9	462	1	29	131
CD2011007333	I	48	2011	CD20110021	NL2008000010	CD2008005322	TK00210048I	196	6.5	8.6	462	1	18	129
CD2011007334	I	48	2011	CD20110021	NL2008000010	CD2008005322	TK00210048I	196	5.3	8.3	462	2	32	208
CD2011007342	I	48	2011	CD20110021	NL2008000010	CD2008005322	TK00210048I	196	7.8	8.9	462	1	11	152
CD2011007343	I	48	2011	CD20110021	NL2008000010	CD2008005322	TK00210048I	196	6.6	8.8	462	1	18	150
CD2011007344	I	48	2011	CD20110021	NL2008000010	CD2008005322	TK00210048I	196	7	8.5	462	1	18	183
CD2011007345	I	48	2011	CD20110021	NL2008000010	CD2008005322	TK00210048I	196	7.5	8.9	462	1	18	132
CD2011007550	I	48	2011	CD20110063	NL2008000025	CD2008007892	TK00210048I	206	6.6	8.2	472	2	32	154
CD2011007556	I	48	2011	CD20110063	NL2008000025	CD2008007892	TK00210048I	206	6.3	8.6	472	1	25	141
CD2011007557	I	48	2011	CD20110063	NL2008000025	CD2008007892	TK00210048I	206	7.2	8.6	472	2	32	227
CD2011007559	I	48	2011	CD20110063	NL2008000025	CD2008007892	TK00210048I	206	6.1	8.1	472	2	32	228
CD2011007564	I	48	2011	CD20110063	NL2008000025	CD2008007892	TK00210048I	206	6.3	8.1	472	1	27	110
CD2011007567	I	48	2011	CD20110063	NL2008000025	CD2008007892	TK00210048I	206	8.7	8.9	472	2	32	107
CD2011007762	I	48	2011	CD20110095	NL2008000045	CD2008005095	TK00210048I	205	7.3	8.5	471	1	21	163
CD2011007763	I	48	2011	CD20110095	NL2008000045	CD2008005095	TK00210048I	205	6.9	8.1	471	1	17	150
CD2011007765	I	48	2011	CD20110095	NL2008000045	CD2008005095	TK00210048I	205	7	8.4	471	2	32	184
CD2011007766	I	48	2011	CD20110095	NL2008000045	CD2008005095	TK00210048I	205	7.6	8.6	471	1	18	140
CD2011007770	I	48	2011	CD20110095	NL2008000045	CD2008005095	TK00210048I	205	7.9	9	471	1	14	138.9
CD2011007774	I	48	2011	CD20110095	NL2008000045	CD2008005095	TK00210048I	205	5.2	7.1	471	2	32	156
CD2011007775	I	48	2011	CD20110095	NL2008000045	CD2008005095	TK00210048I	205	6.7	8	471	2	32	244
CD2011007776	I	48	2011	CD20110095	NL2008000045	CD2008005095	TK00210048I	205	6.3	8.2	471	1	13	163.9
CD2011007779	I	48	2011	CD20110095	NL2008000045	CD2008005095	TK00210048I	205	6.5	8.2	471	1	25	164
CD2011007978	I	48	2011	CD20110059	NL2008000028	CD2008003580	TK00210048I	205	5.5	7.3	471	1	16	121
CD2011007979	I	48	2011	CD20110059	NL2008000028	CD2008003580	TK00210048I	205	5.7	8	471	1	16	136
CD2011007982	I	48	2011	CD20110059	NL2008000028	CD2008003580	TK00210048I	205	7.9	8.2	471	1	18	140
CD2011007985	I	48	2011	CD20110059	NL2008000028	CD2008003580	TK00210048I	205	6.5	7.9	471	1	18	117
CD2011007987	I	48	2011	CD20110059	NL2008000028	CD2008003580	TK00210048I	205	4.9	7.5	471	1	11	98.1
CD2011007988	I	48	2011	CD20110059	NL2008000028	CD2008003580	TK00210048I	205	5.2	6.9	471	1	14	106.7
CD2011007990	I	48	2011	CD20110059	NL2008000028	CD2008003580	TK00210048I	205	7.4	8.5	471	2	32	133
CD2011008193	I	48	2011	CD20110067	NL2008000003	CD2008007704	TK00210048I	206	8	8.5	472	1	17	163
CD2011008195	I	48	2011	CD20110067	NL2008000003	CD2008007704	TK00210048I	206	8	8.5	472	1	17	170
CD2011008196	I	48	2011	CD20110067	NL2008000003	CD2008007704	TK00210048I	206	8	8.5	472	1	18	134
CD2011008199	I	48	2011	CD20110067	NL2008000003	CD2008007704	TK00210048I	206	7.5	8.2	472	1	15	168
CD2011008200	I	48	2011	CD20110067	NL2008000003	CD2008007704	TK00210048I	206	6.3	7.9	472	1	22	112
CD2011008205	I	48	2011	CD20110067	NL2008000003	CD2008007704	TK00210048I	206	5.4	7.5	472	2	32	229
CD2011008206	I	48	2011	CD20110067	NL2008000003	CD2008007704	TK00210048I	206	7.5	8	472	1	14	118
CD2011008207	I	48	2011	CD20110067	NL2008000003	CD2008007704	TK00210048I	206	8.1	8.2	472	1	17	178
CD2011008209	I	48	2011	CD20110067	NL2008000003	CD2008007704	TK00210048I	206	8.8	8.6	472	2	32	180
CD2011008412	I	48	2011	CD20110091	NL2008000043	CD2008000152	TK00210048I	205	5.4	8.1	471	1	14	110.2
CD2011008415	I	48	2011	CD20110091	NL2008000043	CD2008000152	TK00210048I	205	11.7	10.1	471	1	10	115.6
CD2011008416	I	48	2011	CD20110091	NL2008000043	CD2008000152	TK00210048I	205	6.8	8.5	471	1	27	132
CD2011008417	I	48	2011	CD20110091	NL2008000043	CD2008000152	TK00210048I	205	7.6	8.8	471	1	15	131.5
CD2011008420	I	48	2011	CD20110091	NL2008000043	CD2008000152	TK00210048I	205	9.3	9.2	471	1	21	169
CD2011008422	I	48	2011	CD20110091	NL2008000043	CD2008000152	TK00210048I	205	6.4	8.6	471	1	17	154
CD2011008423	I	48	2011	CD20110091	NL2008000043	CD2008000152	TK00210048I	205	7	8.7	471	2	32	164
CD2011008425	I	48	2011	CD20110091	NL2008000043	CD2008000152	TK00210048I	205	7	8.9	471	1	13	140.4
CD2011008431	I	48	2011	CD20110091	NL2008000043	CD2008000152	TK00210048I	205	5.7	8.4	471	1	15	142
CD2011008628	I	48	2011	CD20110018	NL2008000007	CD2008001724	TK00210048I	205	6.4	8.7	471	2	32	139
CD2011008630	I	48	2011	CD20110018	NL2008000007	CD2008001724	TK00210048I	205	6.4	8.4	471	1	14	137.7
CD2011008631	I	48	2011	CD20110018	NL2008000007	CD2008001724	TK00210048I	205	7	8.6	471	2	32	135
CD2011008634	I	48	2011	CD20110018	NL2008000007	CD2008001724	TK00210048I	205	6.1	8.5	471	1	13	132.3
CD2011008635	I	48	2011	CD20110018	NL2008000007	CD2008001724	TK00210048I	205	9.1	9.4	471	1	28	111
CD2011008639	I	48	2011	CD20110018	NL2008000007	CD2008001724	TK00210048I	205	10	9.6	471	2	32	275
CD2011008845	I	48	2011	CD20110071	NL2008000032	CD2008006952	TK00210048I	205	7.8	8.9	471	2	32	125
CD2011008846	I	48	2011	CD20110071	NL2008000032	CD2008006952	TK00210048I	205	7.8	8.9	471	1	22	112
CD2011008847	I	48	2011	CD20110071	NL2008000032	CD2008006952	TK00210048I	205	6	8.2	471	1	19	148
CD2011008848	I	48	2011	CD20110071	NL2008000032	CD2008006952	TK00210048I	205	7.4	8.6	471	1	14	144
CD2011008851	I	48	2011	CD20110071	NL2008000032	CD2008006952	TK00210048I	205	5.8	8	471	1	14	165.5
CD2011008853	I	48	2011	CD20110071	NL2008000032	CD2008006952	TK00210048I	205	5.7	8.3	471	1	15	112
CD2011008854	I	48	2011	CD20110071	NL2008000032	CD2008006952	TK00210048I	205	8.6	9.2	471	1	15	116
CD2011008856	I	48	2011	CD20110071	NL2008000032	CD2008006952	TK00210048I	205	6.5	8.5	471	2	32	138
CD2011008857	I	48	2011	CD20110071	NL2008000032	CD2008006952	TK00210048I	205	6.5	8.5	471	2	32	202
CD2011009017	I	48	2011	CD20110011	NL2008000006	CD2008010224	TK00210048I	207	4.6	7	472	1	11	117
CD2011009063	I	48	2011	CD20110011	NL2008000006	CD2008010224	TK00210048I	207	5.4	8.1	472	1	12	46.1
CD2011009065	I	48	2011	CD20110011	NL2008000006	CD2008010224	TK00210048I	207	6.3	8	472	1	29	100
CD2011009066	I	48	2011	CD20110011	NL2008000006	CD2008010224	TK00210048I	207	6.6	8	472	1	29	106
CD2011009072	I	48	2011	CD20110011	NL2008000006	CD2008010224	TK00210048I	207	4.8	7.6	472	2	32	111
CD2011009073	I	48	2011	CD20110011	NL2008000006	CD2008010224	TK00210048I	207	5.6	7.7	472	2	32	139
CD2011009080	I	48	2011	CD20110011	NL2008000006	CD2008010224	TK00210048I	207	6.2	7.9	472	1	10	104.7
CD2011009081	I	48	2011	CD20110011	NL2008000006	CD2008010224	TK00210048I	207	9	9.2	472	2	32	167
CD2011009087	I	48	2011	CD20110011	NL2008000006	CD2008010224	TK00210048I	207	5.9	7.9	472	2	32	110
CD2011009279	I	48	2011	CD20110049	NL2008000020	CD2008005331	TK00210048I	207	6.4	8.3	472	2	32	286
CD2011009280	I	48	2011	CD20110049	NL2008000020	CD2008005331	TK00210048I	207	6.5	8	472	2	32	290
CD2011009284	I	48	2011	CD20110049	NL2008000020	CD2008005331	TK00210048I	207	5.9	7.5	472	2	32	156
CD2011009288	I	48	2011	CD20110049	NL2008000020	CD2008005331	TK00210048I	207	7.3	8.1	472	2	32	279
CD2011009289	I	48	2011	CD20110049	NL2008000020	CD2008005331	TK00210048I	207	7	8.9	472	2	32	289
CD2011009496	I	48	2011	CD20110062	NL2008000028	CD2008007918	TK00210048I	206	6.1	8	471	2	32	174
CD2011009498	I	48	2011	CD20110062	NL2008000028	CD2008007918	TK00210048I	206	7.5	8.6	471	1	19	162
CD2011009503	I	48	2011	CD20110062	NL2008000028	CD2008007918	TK00210048I	206	7	8.4	471	1	15	120
CD2011009506	I	48	2011	CD20110062	NL2008000028	CD2008007918	TK00210048I	206	8	8.8	471	2	32	180
CD2011009507	I	48	2011	CD20110062	NL2008000028	CD2008007918	TK00210048I	206	6.8	8.3	471	2	32	284
CD2011009508	I	48	2011	CD20110062	NL2008000028	CD2008007918	TK00210048I	206	6.9	8.7	471	1	15	157
CD2011009509	I	48	2011	CD20110062	NL2008000028	CD2008007918	TK00210048I	206	7.6	8.8	471	2	32	247
CD2011009529	I	48	2011	CD20110062	NL2008000028	CD2008007918	TK00210048I	206	10.2	9.3	471	1	11	205
CD2011009716	I	48	2011	CD20110087	NL2008000041	CD2008001379	TK00210048I	206	4.9	7.8	471	1	17	155
CD2011009720	I	48	2011	CD20110087	NL2008000041	CD2008001379	TK00210048I	206	4.9	7.5	471	2	32	175
CD2011009723	I	48	2011	CD20110087	NL2008000041	CD2008001379	TK00210048I	206	6.6	8	471	1	20	146
CD2011009724	I	48	2011	CD20110087	NL2008000041	CD2008001379	TK00210048I	206	6	8.1	471	1	15	147
CD2011009729	I	48	2011	CD20110087	NL2008000041	CD2008001379	TK00210048I	206	7.7	8.9	471	1	22	172
CD2011009730	I	48	2011	CD20110087	NL2008000041	CD2008001379	TK00210048I	206	6.6	8.5	471	2	32	226
CD2011009731	I	48	2011	CD20110087	NL2008000041	CD2008001379	TK00210048I	206	6.2	8.5	471	1	13	188
CD2011009732	I	48	2011	CD20110087	NL2008000041	CD2008001379	TK00210048I	206	7.3	9	471	2	32	231
CD2011009734	I	48	2011	CD20110087	NL2008000041	CD2008001379	TK00210048I	206	6.8	8.5	471	1	19	167
CD2011009929	I	48	2011	CD20110003	NL2008000003	CD2008001653	TK00210048I	206	9.7	9.9	471	1	15	156
CD2011009934	I	48	2011	CD20110003	NL2008000003	CD2008001653	TK00210048I	206	6.2	8.5	471	2	32	161
CD2011009936	I	48	2011	CD20110003	NL2008000003	CD2008001653	TK00210048I	206	6.5	8.6	471	1	21	179
CD2011009938	I	48	2011	CD20110003	NL2008000003	CD2008001653	TK00210048I	206	5.9	8.3	471	1	23	163
CD2011009941	I	48	2011	CD20110003	NL2008000003	CD2008001653	TK00210048I	206	7.3	8.8	471	2	32	237
CD2011009942	I	48	2011	CD20110003	NL2008000003	CD2008001653	TK00210048I	206	9	9.2	471	1	20	137
CD2011009945	I	48	2011	CD20110003	NL2008000003	CD2008001653	TK00210048I	206	7	9	471	2	32	190
CD2011009946	I	48	2011	CD20110003	NL2008000003	CD2008001653	TK00210048I	206	7.2	9	471	1	18	123
CD2011009950	I	48	2011	CD20110003	NL2008000003	CD2008001653	TK00210048I	206	5.8	8.4	471	1	15	203
CD2011010147	I	48	2011	CD20110012	NL2008000006	CD2008007168	TK00210048I	207	6.3	8.3	472	1	19	110
CD2011010148	I	48	2011	CD20110012	NL2008000006	CD2008007168	TK00210048I	207	9.2	9.4	472	1	26	148
CD2011010149	I	48	2011	CD20110012	NL2008000006	CD2008007168	TK00210048I	207	7.6	8.8	472	2	32	162
CD2011010151	I	48	2011	CD20110012	NL2008000006	CD2008007168	TK00210048I	207	7.7	8.9	472	1	17	195
CD2011010152	I	48	2011	CD20110012	NL2008000006	CD2008007168	TK00210048I	207	7.3	8.6	472	1	16	140
CD2011010153	I	48	2011	CD20110012	NL2008000006	CD2008007168	TK00210048I	207	7.3	8.5	472	2	32	168
CD2011010156	I	48	2011	CD20110012	NL2008000006	CD2008007168	TK00210048I	207	6.8	8.5	472	1	17	132
CD2011010158	I	48	2011	CD20110012	NL2008000006	CD2008007168	TK00210048I	207	7.7	8.7	472	1	18	153
CD2011010363	I	48	2011	CD20110092	NL2008000043	CD2008002254	TK00210048I	206	7.7	8.9	471	1	13	147
CD2011010367	I	48	2011	CD20110092	NL2008000043	CD2008002254	TK00210048I	206	7.5	9	471	1	27	119
CD2011010373	I	48	2011	CD20110092	NL2008000043	CD2008002254	TK00210048I	206	6.7	8.2	471	1	14	157.8
CD2011010374	I	48	2011	CD20110092	NL2008000043	CD2008002254	TK00210048I	206	9.8	9.3	471	2	32	160
CD2011010376	I	48	2011	CD20110092	NL2008000043	CD2008002254	TK00210048I	206	7.2	8.4	471	1	18	134
CD2011010378	I	48	2011	CD20110092	NL2008000043	CD2008002254	TK00210048I	206	6.5	8.2	471	2	32	163
CD2011010379	I	48	2011	CD20110092	NL2008000043	CD2008002254	TK00210048I	206	7.4	8.7	471	1	11	138
CD2011010380	I	48	2011	CD20110092	NL2008000043	CD2008002254	TK00210048I	206	6.4	8.5	471	1	29	116
CD2011010383	I	48	2011	CD20110092	NL2008000043	CD2008002254	TK00210048I	206	6.6	8.5	471	1	22	122
CD2011010585	I	48	2011	CD20110025	NL2008000013	CD2008007651	TK00210048I	198	6.7	8.2	462	1	11	100
CD2011010586	I	48	2011	CD20110025	NL2008000013	CD2008007651	TK00210048I	198	7.8	8.5	462	1	21	164
CD2011010591	I	48	2011	CD20110025	NL2008000013	CD2008007651	TK00210048I	198	6	8	462	1	30	123
CD2011010595	I	48	2011	CD20110025	NL2008000013	CD2008007651	TK00210048I	198	6.6	8.6	462	1	24	129
CD2011010601	I	48	2011	CD20110025	NL2008000013	CD2008007651	TK00210048I	198	6.4	8.5	462	2	32	147
CD2011010603	I	48	2011	CD20110025	NL2008000013	CD2008007651	TK00210048I	198	6.6	8.7	462	1	22	112
CD2011010797	I	48	2011	CD20110033	NL2008000016	CD2008002178	TK00210048I	207	8.5	9	471	2	32	139
CD2011010798	I	48	2011	CD20110033	NL2008000016	CD2008002178	TK00210048I	207	7.7	8.6	471	2	32	114
CD2011010800	I	48	2011	CD20110033	NL2008000016	CD2008002178	TK00210048I	207	7	8.5	471	2	32	108
CD2011010802	I	48	2011	CD20110033	NL2008000016	CD2008002178	TK00210048I	207	7.7	8.6	471	2	32	173
CD2011010803	I	48	2011	CD20110033	NL2008000016	CD2008002178	TK00210048I	207	6.5	8.5	471	2	32	198
CD2011010806	I	48	2011	CD20110033	NL2008000016	CD2008002178	TK00210048I	207	6.5	8.3	471	1	11	159
CD2011010807	I	48	2011	CD20110033	NL2008000016	CD2008002178	TK00210048I	207	5.5	8.2	471	2	32	123
CD2011010809	I	48	2011	CD20110033	NL2008000016	CD2008002178	TK00210048I	207	9.6	9.5	471	2	32	198
CD2011010810	I	48	2011	CD20110033	NL2008000016	CD2008002178	TK00210048I	207	8.4	9	471	2	32	164
CD2011010811	I	48	2011	CD20110033	NL2008000016	CD2008002178	TK00210048I	207	7.7	8.2	471	1	8	119.7
CD2011011016	I	48	2011	CD20110073	NL2008000032	CD2008000902	TK00210048I	207	7.3	8.4	471	2	32	216
CD2011011017	I	48	2011	CD20110073	NL2008000032	CD2008000902	TK00210048I	207	8.8	9.3	471	2	32	136
CD2011011018	I	48	2011	CD20110073	NL2008000032	CD2008000902	TK00210048I	207	7	8.6	471	1	23	148
CD2011011019	I	48	2011	CD20110073	NL2008000032	CD2008000902	TK00210048I	207	7.6	8.5	471	2	32	121
CD2011011021	I	48	2011	CD20110073	NL2008000032	CD2008000902	TK00210048I	207	7.3	8.3	471	2	32	232
CD2011011033	I	48	2011	CD20110073	NL2008000032	CD2008000902	TK00210048I	207	8.5	9.2	471	2	32	142
CD2011011034	I	48	2011	CD20110073	NL2008000032	CD2008000902	TK00210048I	207	7.3	8.9	471	2	32	152
CD2011011035	I	48	2011	CD20110073	NL2008000032	CD2008000902	TK00210048I	207	7.3	8.7	471	2	32	243
CD2011011233	I	48	2011	CD20110109	NL2008000048	CD2008001163	TK00210048I	207	6.2	8	471	2	32	264
CD2011011234	I	48	2011	CD20110109	NL2008000048	CD2008001163	TK00210048I	207	8.2	8.7	471	2	32	279
CD2011011235	I	48	2011	CD20110109	NL2008000048	CD2008001163	TK00210048I	207	6.1	8	471	1	18	185
CD2011011236	I	48	2011	CD20110109	NL2008000048	CD2008001163	TK00210048I	207	6.8	8.5	471	1	22	171
CD2011011237	I	48	2011	CD20110109	NL2008000048	CD2008001163	TK00210048I	207	7.4	8.7	471	1	15	188
CD2011011241	I	48	2011	CD20110109	NL2008000048	CD2008001163	TK00210048I	207	6.7	7.8	471	1	15	173
CD2011011244	I	48	2011	CD20110109	NL2008000048	CD2008001163	TK00210048I	207	7.4	8.5	471	2	32	221
CD2011011265	I	48	2011	CD20110109	NL2008000048	CD2008001163	TK00210048I	207	6.7	8	471	1	30	117
CD2011011446	I	48	2011	CD20110028	NL2008000012	CD2008005090	TK00210048I	207	8.4	9.9	471	1	20	136
CD2011011448	I	48	2011	CD20110028	NL2008000012	CD2008005090	TK00210048I	207	7.4	8.9	471	1	24	173
CD2011011453	I	48	2011	CD20110028	NL2008000012	CD2008005090	TK00210048I	207	7	8.5	471	2	32	181
CD2011011454	I	48	2011	CD20110028	NL2008000012	CD2008005090	TK00210048I	207	7.2	9	471	2	32	181
CD2011011456	I	48	2011	CD20110028	NL2008000012	CD2008005090	TK00210048I	207	9.4	9.5	471	1	16	149
CD2011011457	I	48	2011	CD20110028	NL2008000012	CD2008005090	TK00210048I	207	6.4	8.6	471	2	32	132
CD2011011458	I	48	2011	CD20110028	NL2008000012	CD2008005090	TK00210048I	207	5.1	8	471	2	32	178
CD2011011461	I	48	2011	CD20110028	NL2008000012	CD2008005090	TK00210048I	207	6.1	8.3	471	2	32	142
CD2011011462	I	48	2011	CD20110028	NL2008000012	CD2008005090	TK00210048I	207	6.7	8.5	471	2	32	186
CD2011011663	I	48	2011	CD20110104	NL2008000034	CD2008011844	TK00210048I	196	5.8	8	460	1	13	115.4
CD2011011665	I	48	2011	CD20110104	NL2008000034	CD2008011844	TK00210048I	196	6	7.5	460	1	27	107
CD2011011668	I	48	2011	CD20110104	NL2008000034	CD2008011844	TK00210048I	196	5.7	7.6	460	1	14	147.4
CD2011011671	I	48	2011	CD20110104	NL2008000034	CD2008011844	TK00210048I	196	6.4	8	460	1	11	129.4
CD2011011673	I	48	2011	CD20110104	NL2008000034	CD2008011844	TK00210048I	196	6.8	8	460	1	14	213
CD2011011675	I	48	2011	CD20110104	NL2008000034	CD2008011844	TK00210048I	196	6	8	460	2	32	120
CD2011011676	I	48	2011	CD20110104	NL2008000034	CD2008011844	TK00210048I	196	6.1	7.5	460	1	14	109.3
CD2011011881	I	48	2011	CD20110016	NL2008000010	CD2008002952	TK00210048I	198	7.9	8.5	462	2	32	164
CD2011011882	I	48	2011	CD20110016	NL2008000010	CD2008002952	TK00210048I	198	7.2	8.5	462	2	32	253
CD2011011884	I	48	2011	CD20110016	NL2008000010	CD2008002952	TK00210048I	198	8.3	9	462	2	32	211
CD2011011885	I	48	2011	CD20110016	NL2008000010	CD2008002952	TK00210048I	198	8.4	9	462	2	32	189
CD2011011889	I	48	2011	CD20110016	NL2008000010	CD2008002952	TK00210048I	198	7.8	8.3	462	2	32	152
CD2011011892	I	48	2011	CD20110016	NL2008000010	CD2008002952	TK00210048I	198	8.3	8.8	462	1	27	107
CD2011011895	I	48	2011	CD20110016	NL2008000010	CD2008002952	TK00210048I	198	8.3	8.2	462	1	20	128
CD2011011896	I	48	2011	CD20110016	NL2008000010	CD2008002952	TK00210048I	198	7.6	8	462	2	32	130
CD2011011897	I	48	2011	CD20110016	NL2008000010	CD2008002952	TK00210048I	198	8.3	8.5	462	2	32	164
CD2011012097	I	48	2011	CD20110010	NL2008000004	CD2008011842	TK00210048I	196	6.2	8	460	1	16	133
CD2011012098	I	48	2011	CD20110010	NL2008000004	CD2008011842	TK00210048I	196	6.2	8.1	460	2	32	179
CD2011012101	I	48	2011	CD20110010	NL2008000004	CD2008011842	TK00210048I	196	7.6	8.6	460	2	32	146
CD2011012103	I	48	2011	CD20110010	NL2008000004	CD2008011842	TK00210048I	196	7.9	8.7	460	2	32	220
CD2011012104	I	48	2011	CD20110010	NL2008000004	CD2008011842	TK00210048I	196	6.5	7.9	460	1	14	147
CD2011012107	I	48	2011	CD20110010	NL2008000004	CD2008011842	TK00210048I	196	7.2	8.5	460	2	32	165
CD2011012108	I	48	2011	CD20110010	NL2008000004	CD2008011842	TK00210048I	196	7.7	9	460	1	20	201
CD2011012314	I	48	2011	CD20110085	NL2008000040	CD2008003482	TK00210048I	208	6.4	8.5	471	2	32	204
CD2011012315	I	48	2011	CD20110085	NL2008000040	CD2008003482	TK00210048I	208	6.9	8.1	471	1	14	150.6
CD2011012317	I	48	2011	CD20110085	NL2008000040	CD2008003482	TK00210048I	208	6.2	8.4	471	2	32	209
CD2011012319	I	48	2011	CD20110085	NL2008000040	CD2008003482	TK00210048I	208	7.3	8.9	471	2	32	238
CD2011012320	I	48	2011	CD20110085	NL2008000040	CD2008003482	TK00210048I	208	6.2	8.6	471	2	32	124
CD2011012321	I	48	2011	CD20110085	NL2008000040	CD2008003482	TK00210048I	208	6.9	8.7	471	1	17	133
CD2011012323	I	48	2011	CD20110085	NL2008000040	CD2008003482	TK00210048I	208	7	9	471	2	32	296
CD2011012326	I	48	2011	CD20110085	NL2008000040	CD2008003482	TK00210048I	208	7.6	9	471	2	32	263
CD2011012328	I	48	2011	CD20110085	NL2008000040	CD2008003482	TK00210048I	208	6.4	8.6	471	1	22	119
CD2011012531	I	48	2011	CD20110057	NL2008000026	CD2008006709	TK00210048I	197	5.5	8	460	2	32	180
CD2011012540	I	48	2011	CD20110057	NL2008000026	CD2008006709	TK00210048I	197	8.9	9.5	460	2	32	327
CD2011012542	I	48	2011	CD20110057	NL2008000026	CD2008006709	TK00210048I	197	8.6	9.1	460	2	32	205
CD2011012543	I	48	2011	CD20110057	NL2008000026	CD2008006709	TK00210048I	197	8.2	8.6	460	1	17	222
CD2011012544	I	48	2011	CD20110057	NL2008000026	CD2008006709	TK00210048I	197	8	8.9	460	2	32	350
CD2011012545	I	48	2011	CD20110057	NL2008000026	CD2008006709	TK00210048I	197	7.7	9	460	2	32	205
CD2011012549	I	48	2011	CD20110057	NL2008000026	CD2008006709	TK00210048I	197	7	8.9	460	1	30	204
CD2011012550	I	48	2011	CD20110057	NL2008000026	CD2008006709	TK00210048I	197	6.1	8.1	460	2	32	300
CD2011012552	I	48	2011	CD20110057	NL2008000026	CD2008006709	TK00210048I	197	7.5	9	460	2	32	291
CD2011012745	I	48	2011	CD20110041	NL2008000019	CD2008000945	TK00210048I	199	6.2	8	462	2	32	318
CD2011012746	I	48	2011	CD20110041	NL2008000019	CD2008000945	TK00210048I	199	7.7	8.5	462	2	32	180
CD2011012748	I	48	2011	CD20110041	NL2008000019	CD2008000945	TK00210048I	199	6.7	8.3	462	1	18	136
CD2011012750	I	48	2011	CD20110041	NL2008000019	CD2008000945	TK00210048I	199	6.8	8.3	462	2	32	240
CD2011012752	I	48	2011	CD20110041	NL2008000019	CD2008000945	TK00210048I	199	7.1	8.5	462	2	32	256
CD2011012757	I	48	2011	CD20110041	NL2008000019	CD2008000945	TK00210048I	199	5.8	7.6	462	2	32	138
CD2011012964	I	48	2011	CD20110013	NL2008000007	CD2008001111	TK00210048I	208	6.7	8.5	471	1	13	180.1
CD2011012966	I	48	2011	CD20110013	NL2008000007	CD2008001111	TK00210048I	208	7.3	8.5	471	2	32	196
CD2011012967	I	48	2011	CD20110013	NL2008000007	CD2008001111	TK00210048I	208	5.7	7.6	471	1	11	108
CD2011012968	I	48	2011	CD20110013	NL2008000007	CD2008001111	TK00210048I	208	7.5	8.5	471	1	18	172
CD2011012969	I	48	2011	CD20110013	NL2008000007	CD2008001111	TK00210048I	208	8.2	8.3	471	1	24	107
CD2011012972	I	48	2011	CD20110013	NL2008000007	CD2008001111	TK00210048I	208	6.8	8.5	471	2	32	137
CD2011012977	I	48	2011	CD20110013	NL2008000007	CD2008001111	TK00210048I	208	5.8	7.3	471	1	12	167
CD2011012978	I	48	2011	CD20110013	NL2008000007	CD2008001111	TK00210048I	208	7.6	8.5	471	1	11	193.2
